sku,listingId,donor,rule,engine,n_vehicles,sources,models,action,reason
50800,407087178870,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Interior Safety > Seat Belts & Parts) (+12 ETK rows)
49651,407087171217,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Interior Safety > Seat Belts & Parts) (+12 ETK rows)
52815,407087136629,,,,,,,skip,already 43 vehicles (multi-fit/expanded)
60573,407169111094,,,,,,,skip,category 107062 never renders fitment on eBay
41964,407087357959,,,,,,,skip,category 107062 never renders fitment on eBay
44405,407087280135,,,,,,,skip,category 107062 never renders fitment on eBay
51682,407087145456,,,,,,,skip,category 107062 never renders fitment on eBay
51416,407087170860,BMW 340i [F30],A,,109,chassis+etk,"228i,228i xDrive,230i,230i xDrive,320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,ActiveHybrid 3,M235i,M235i xDrive,M240i,M240i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+109 ETK rows) [catalog: 19 dropped_vehicle]"
5456,407045951800,BMW 340i [F30],A,,109,chassis+etk,"228i,228i xDrive,230i,230i xDrive,320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,ActiveHybrid 3,M235i,M235i xDrive,M240i,M240i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+109 ETK rows) [catalog: 19 dropped_vehicle]"
35054,407087357556,,,,,,,skip,category 107062 never renders fitment on eBay
41941,407087317295,BMW X3 [G01],B,,7,chassis,X3,pushed,"under engine ancestor 33572 (Car & Truck Parts & Accessories > Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules)"
44428,407087291427,BMW X3 [G01],B,,7,chassis,X3,pushed,"under engine ancestor 33572 (Car & Truck Parts & Accessories > Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules)"
51289,407087151088,BMW 340i [F34],B,,38,chassis+etk,"340i,340i xDrive,440i,440i xDrive,540i,540i xDrive,640i xDrive,740i,740i xDrive,M240i,M240i xDrive,X3",pushed,under engine ancestor 33549 (Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Injection Parts > Fuel Injectors) (+38 ETK rows) [catalog: 3 dropped_vehicle]
35317,407087348500,BMW X5 [G05],B,,8,chassis,X5,pushed,"under engine ancestor 33572 (Car & Truck Parts & Accessories > Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules)"
51253,407087195826,,,,,,,skip,already 43 vehicles (multi-fit/expanded)
52854,407087141428,,,,,,,skip,already 43 vehicles (multi-fit/expanded)
51349,407087150705,,,,,,,skip,already 2 vehicles (multi-fit/expanded)
64515,407183058118,,,,,,,skip,no Shopify donor for SKU
64536,407183058122,,,,,,,skip,no Shopify donor for SKU
64542,407183058164,,,,,,,skip,no Shopify donor for SKU
64539,407183058163,,,,,,,skip,no Shopify donor for SKU
64514,407183058151,,,,,,,skip,no Shopify donor for SKU
64535,407183058149,,,,,,,skip,no Shopify donor for SKU
64548,407183058160,,,,,,,skip,no Shopify donor for SKU
64545,407183058150,,,,,,,skip,no Shopify donor for SKU
64513,407183058157,,,,,,,skip,no Shopify donor for SKU
64543,407183058162,,,,,,,skip,no Shopify donor for SKU
64533,407183058148,,,,,,,skip,no Shopify donor for SKU
64547,407183058083,,,,,,,skip,no Shopify donor for SKU
64544,407183058077,,,,,,,skip,no Shopify donor for SKU
64540,407183058088,,,,,,,skip,no Shopify donor for SKU
64531,407183058072,,,,,,,skip,no Shopify donor for SKU
64534,407183058008,,,,,,,skip,no Shopify donor for SKU
64550,407183058076,,,,,,,skip,no Shopify donor for SKU
64541,407183058079,,,,,,,skip,no Shopify donor for SKU
64546,407183058015,,,,,,,skip,no Shopify donor for SKU
4259,407183003086,,,,,,,skip,no Shopify donor for SKU
4257,407183003012,,,,,,,skip,no Shopify donor for SKU
4258,407183002828,,,,,,,skip,no Shopify donor for SKU
4260,407183002464,,,,,,,skip,no Shopify donor for SKU
64497,407182965645,,,,,,,skip,no Shopify donor for SKU
64506,407182965656,,,,,,,skip,no Shopify donor for SKU
64501,407182965633,,,,,,,skip,no Shopify donor for SKU
64511,407182965628,,,,,,,skip,no Shopify donor for SKU
64493,407182965612,,,,,,,skip,no Shopify donor for SKU
64499,407182965615,,,,,,,skip,no Shopify donor for SKU
64489,407182965591,,,,,,,skip,no Shopify donor for SKU
64491,407182965611,,,,,,,skip,no Shopify donor for SKU
64504,407182965616,,,,,,,skip,no Shopify donor for SKU
64507,407182965667,,,,,,,skip,no Shopify donor for SKU
64500,407182965607,,,,,,,skip,no Shopify donor for SKU
64490,407182965618,,,,,,,skip,no Shopify donor for SKU
64494,407182965622,,,,,,,skip,no Shopify donor for SKU
64502,407182965627,,,,,,,skip,no Shopify donor for SKU
64495,407182965609,,,,,,,skip,no Shopify donor for SKU
64509,407182965317,,,,,,,skip,no Shopify donor for SKU
64508,407182965614,,,,,,,skip,no Shopify donor for SKU
64498,407182965358,,,,,,,skip,no Shopify donor for SKU
64492,407182965324,,,,,,,skip,no Shopify donor for SKU
64503,407182965494,,,,,,,skip,no Shopify donor for SKU
64496,407182965234,,,,,,,skip,no Shopify donor for SKU
64510,407182965235,,,,,,,skip,no Shopify donor for SKU
64512,407182965203,,,,,,,skip,no Shopify donor for SKU
60527,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61440,407182932101,BMW X3 [G01],A,,7,chassis+etk,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Mounts, Brackets & Hardware) (+6 ETK rows)"
61476,407182927865,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+12 ETK rows)"
61475,407182927880,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+12 ETK rows)"
61389,407182925300,BMW X3 [G01],B,B46,7,chassis,X3,pushed,under engine ancestor 33599 (Car & Truck Parts & Accessories > Engine Cooling Components > Radiators)
61345,407182916544,BMW X3 [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Gearboxes, Rack & Pinions)"
61336,407182913473,BMW X3 [G01],A,,4,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Headlight Assemblies)
61337,407182913480,BMW X3 [G01],A,,4,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Headlight Assemblies)
61330,407182906587,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Bumpers & Components > Bumpers & Reinforcements) (+12 ETK rows)
61315,407182906397,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) (+12 ETK rows)
61313,407182906456,BMW X3 [G01],A,,13,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) (+12 ETK rows)
61308,407182878343,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Bumpers & Components > Bumper Inserts & Covers)
61307,407182875657,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Bumpers & Components > Bumper Inserts & Covers)
61306,407182872867,BMW X3 [G01],A,,7,chassis+etk,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Spoilers & Wings) (+6 ETK rows)
61305,407182872624,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Dash Panels & Glove Boxes > Dash Panels)
61302,407182871851,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Frame Rails & Subframes)
61093,407182866937,,,,,,,skip,category 179679 never renders fitment on eBay
61094,407182866142,,,,,,,skip,category 179679 never renders fitment on eBay
61301,407182863684,BMW X3 [G01],A,,10,chassis+etk,"X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) (+9 ETK rows)
61298,407182862429,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Hoods > Hood Panels)
61608,407182862215,,,,,,,skip,category 107062 never renders fitment on eBay
61738,407182862120,,,,,,,skip,category 107062 never renders fitment on eBay
61652,407182861310,,,,,,,skip,category 33643 never renders fitment on eBay
61227,407182859546,BMW X3 [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Floor Mats, Carpets & Cargo Liners)"
61216,407182858229,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Side View Mirrors > Mirror Assemblies)
61217,407182858241,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Side View Mirrors > Mirror Assemblies)
61214,407182853431,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Trim)
61215,407182854327,,,,,,,skip,category 179671 never renders fitment on eBay
61158,407182850382,BMW X3 [G01],A,,7,chassis,X3,pushed,part type 'Battery Power Distribution Box' is not engine-dependent (category said B)
61112,407182848510,BMW X3 [G01],A,,68,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M5,M550i xDrive,M760i xDrive,X3,X4",pushed,part type 'Module' is not engine-dependent (category said B) (+67 ETK rows)
60877,407182813762,BMW M550i xDrive [G30],A,,46,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,640i xDrive,M550i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+20 ETK rows) [catalog: 2 dropped_vehicle]"
60874,407182813683,BMW M550i xDrive [G30],A,,60,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i xDrive,750i xDrive,Alpina B7,M550i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+22 ETK rows) [catalog: 2 dropped_vehicle]"
60839,407182813003,BMW M550i xDrive [G30],A,,76,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M550i xDrive,M760i xDrive,M850i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+52 ETK rows) [catalog: 2 dropped_vehicle]"
60873,407182812996,BMW M550i xDrive [G30],A,,76,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M550i xDrive,M760i xDrive,M850i xDrive",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Control Arms, Ball Joints & Assemblies) (+52 ETK rows) [catalog: 2 dropped_vehicle]"
60743,407182811553,BMW M550i xDrive [G30],A,,167,chassis+etk,"230i,230i xDrive,330e,330i,330i xDrive,340i,340i xDrive,430i,430i xDrive,440i,440i xDrive,530e,530e xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M240i,M240i xDrive,M5,M550i xDrive,M850i xDrive,X1,X2,X3,X4,X5,X7,Z4,i8",pushed,not under an engine branch (Car & Truck Parts & Accessories > Other Car & Truck Parts & Accessories) (+143 ETK rows) [catalog: 2 dropped_vehicle]
60744,407182811539,BMW M550i xDrive [G30],A,,54,chassis+etk,"530e,530i,530i xDrive,540i,540i xDrive,750i,750i xDrive,Alpina B7,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Other Car & Truck Parts & Accessories) (+16 ETK rows) [catalog: 2 dropped_vehicle]
60731,407182807963,,,,,,,skip,category 179671 never renders fitment on eBay
60730,407182804215,BMW M550i xDrive [G30],A,,47,chassis+etk,"530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,M5,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) (+23 ETK rows) [catalog: 2 dropped_vehicle]
60690,407182802334,,,,,,,skip,category 179671 never renders fitment on eBay
60682,407182800825,BMW M550i xDrive [G30],A,,40,chassis,"530e,530i,530i xDrive,540i,540i xDrive,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Headlight Assemblies) [catalog: 2 dropped_vehicle]
60683,407182800849,BMW M550i xDrive [G30],A,,22,chassis,"530e,530i,530i xDrive,540i,540i xDrive,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Headlight Assemblies) [catalog: 2 dropped_vehicle]
4577,407182795329,,,,,,,skip,no Shopify donor for SKU
60382,407182786430,BMW M550i xDrive [G30],A,,40,chassis,"530e,530i,530i xDrive,540i,540i xDrive,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Steering Wheels & Horn Buttons) [catalog: 2 dropped_vehicle]
6196,407182782737,BMW M550i xDrive [G30],A,,40,chassis,"530e,530i,530i xDrive,540i,540i xDrive,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Bumpers & Components > Bumper Inserts & Covers) [catalog: 2 dropped_vehicle]
60227,407182771982,BMW 435i [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Other Car & Truck Parts & Accessories) [catalog: 14 dropped_vehicle]
62261,407182680392,,,,,,,skip,category 33643 never renders fitment on eBay
1170,407182679175,,,,,,,skip,no Shopify donor for SKU
50931,407179327792,,,,,,,skip,no Shopify donor for SKU
50947,407179342237,,,,,,,skip,category 21647 never renders fitment on eBay
50954,407179341907,,,,,,,skip,category 38771 never renders fitment on eBay
50956,407179342495,,,,,,,skip,category 179671 never renders fitment on eBay
50958,407153911559,,,,,,,skip,category 107062 never renders fitment on eBay
50963,407179327962,,,,,,,skip,no Shopify donor for SKU
50964,407179333815,,,,,,,skip,category 21647 never renders fitment on eBay
50969,407179323693,,,,,,,skip,category 107062 never renders fitment on eBay
51108,407087043995,,,,,,,skip,category 174119 never renders fitment on eBay
51117,407087177923,,,,,,,skip,no Shopify donor for SKU
51118,407087174605,,,,,,,skip,no Shopify donor for SKU
51119,407087174263,,,,,,,skip,no Shopify donor for SKU
51124,407087158307,,,,,,,skip,no Shopify donor for SKU
51125,407087186717,,,,,,,skip,no Shopify donor for SKU
51126,407087196348,,,,,,,skip,no Shopify donor for SKU
